TransactionID,TransactionDate,StoreID,ProductID,SupplierID,MovementType,OpeningStock,QuantityReceived,QuantitySold,QuantityReturned,QuantityWaste,QuantityAdjusted,ShrinkageQty,ClosingStock,ReorderLevel,ExpectedStock,ActualStock,UnitCost,UnitPrice,SalesAmount,CostAmount,BatchNumber,ExpiryDate,PaymentType,ReplenishmentStatus
105502,2025-07-09,S006,P005,SUP07,Sale,202,0,60,0,0,0,0,142,22.0,142,142,1.1,1.89,113.4,66.0,B-6769,2025-07-30,Card,
105503,2025-07-17,S007,P018,SUP07,Receipt,219,76,14,0,1,0,0,280,39.0,280,280,1.95,3.49,48.86,27.3,B-5340,2026-01-13,Card,Late
105504,2025-03-19,S002,P012,SUP05,Return,83,27,23,0,0,0,0,87,18.0,87,87,0.92,1.79,41.17,21.16,B-8060,2025-04-02,Card,
105505,2025-09-19,S005,P017,SUP08,Return,185,0,51,0,0,0,0,134,24.0,134,134,1.22,2.19,111.69,62.22,B-2084,2025-11-03,Contactless,
105506,2025-10-28,S008,P010,SUP03,Receipt,121,51,17,0,0,0,0,155,11.0,155,155,0.58,1.09,18.53,9.86,B-7585,2027-10-28,Cash,Late
105507,2025-07-21,S001,P001,SUP06,Shrinkage,69,0,23,0,0,0,2,44,21.0,46,44,1.05,1.79,41.17,24.15,B-3868,2025-07-31,Cash,
105508,2025-03-23,S008,P018,SUP02,Adjustment,62,72,24,0,0,0,2,108,39.0,110,108,1.95,3.49,83.76,46.8,B-1201,2025-09-19,Contactless,
105509,2025-04-13,S008,P008,SUP01,Shrinkage,149,0,54,0,0,0,0,95,82.0,95,95,4.1,6.49,350.46,221.4,B-4882,2025-04-18,Cash,
105510,2025-07-21,S007,P015,SUP02,Sale,64,1,25,0,0,0,0,40,11.0,40,40,0.55,1.49,37.25,13.75,B-9500,2026-01-17,Voucher,
105511,2025-03-03,S003,P018,SUP01,Sale,173,0,40,0,0,0,0,133,39.0,133,133,1.95,3.49,139.6,78.0,B-3587,2025-08-30,Cash,
105512,2025-09-11,S004,P020,SUP05,Receipt,101,0,5,0,0,0,0,96,28.0,96,96,1.4,2.79,13.95,7.0,B-2272,2027-09-11,Cash,Late
105513,2025-11-13,S004,P013,SUP02,Sale,176,56,18,0,0,0,0,214,5.0,214,214,0.18,0.45,8.1,3.24,B-4183,2027-11-13,Cash,
105514,2025-05-05,S008,P014,SUP01,Adjustment,170,53,32,0,0,0,0,191,12.0,191,191,0.62,1.25,40.0,19.84,B-3826,2026-05-05,Voucher,
105515,2025-01-01,S001,P004,SUP04,Waste,124,0,11,0,0,1,0,114,15.0,114,114,0.78,1.29,14.19,8.58,B-3362,2025-01-08,Cash,
105516,2025-07-29,S002,P001,SUP10,Shrinkage,70,0,48,0,0,0,0,22,21.0,22,22,1.05,1.79,85.92,50.4,B-6464,2025-08-08,Card,
105517,2025-04-21,S006,P009,SUP10,Shrinkage,88,0,22,0,0,0,0,66,19.0,66,66,0.95,1.79,39.38,20.9,B-7586,2026-04-21,Cash,
105518,2025-03-04,S005,P019,SUP07,Waste,136,46,25,0,0,0,0,157,17.0,157,157,0.88,1.59,39.75,22.0,B-5695,2026-03-04,Contactless,
105519,2025-08-03,S007,P011,SUP01,Receipt,111,68,8,0,0,0,0,171,33.0,171,171,1.65,2.99,23.92,13.2,B-4160,2026-08-03,Voucher,Partial
105520,2025-12-27,S008,P020,SUP02,Return,73,46,26,0,0,0,0,93,28.0,93,93,1.4,2.79,72.54,36.4,B-7246,2027-12-27,Cash,
105521,2025-04-03,S006,P002,SUP07,Sale,162,0,26,0,0,0,0,136,8.0,136,136,0.42,0.89,23.14,10.92,B-4809,2025-04-08,Cash,
105522,2025-02-09,S001,P004,SUP03,Receipt,64,34,13,0,0,0,0,85,15.0,85,85,0.78,1.29,16.77,10.14,B-3944,2025-02-16,Cash,Partial
105523,2025-10-17,S002,P003,SUP09,Shrinkage,77,0,0,0,0,0,0,77,38.0,77,77,1.92,2.99,0.0,0.0,B-3046,2025-11-07,Voucher,
105524,2025-09-27,S003,P009,SUP06,Return,86,0,32,0,0,0,0,54,19.0,54,54,0.95,1.79,57.28,30.4,B-1095,2026-09-27,Voucher,
105525,2025-06-28,S007,P013,SUP06,Waste,183,0,41,0,0,0,0,142,5.0,142,142,0.18,0.45,18.45,7.38,B-8334,2027-06-28,Voucher,
105526,2025-10-22,S001,P008,SUP07,Return,97,38,14,0,0,0,0,121,82.0,121,121,4.1,6.49,90.86,57.4,B-4173,2025-10-27,Voucher,
105527,2025-10-04,S006,P002,SUP01,Shrinkage,160,81,11,0,0,0,0,230,8.0,230,230,0.42,0.89,9.79,4.62,B-7899,2025-10-09,Cash,
105528,2025-10-13,S001,P004,SUP03,Waste,145,50,20,0,0,0,2,173,15.0,175,173,0.78,1.29,25.8,15.6,B-3604,2025-10-20,Card,
105529,2025-11-20,S003,P015,SUP06,Adjustment,152,0,39,0,0,0,0,113,11.0,113,113,0.55,1.49,58.11,21.45,B-8716,2026-05-19,Cash,
105530,2025-05-18,S002,P002,SUP04,Sale,100,0,15,0,0,0,0,85,8.0,85,85,0.42,0.89,13.35,6.3,B-7119,2025-05-23,Card,
105531,2025-05-18,S001,P011,SUP05,Receipt,77,0,8,0,0,-1,0,68,33.0,68,68,1.65,2.99,23.92,13.2,B-2245,2026-05-18,Cash,Partial
105532,2025-07-25,S003,P019,SUP01,Sale,145,18,32,2,0,-2,0,131,17.0,131,131,0.88,1.59,50.88,29.92,B-4371,2026-07-25,Card,
105533,2025-12-04,S005,P018,SUP09,Return,111,34,47,0,0,0,0,98,39.0,98,98,1.95,3.49,164.03,91.65,B-3374,2026-06-02,Contactless,
105534,2025-02-25,S004,P013,SUP02,Return,217,0,11,0,0,0,0,206,5.0,206,206,0.18,0.45,4.95,1.98,B-5179,2027-02-25,Card,
105535,2025-12-28,S002,P020,SUP04,Return,152,0,20,0,0,0,0,132,28.0,132,132,1.4,2.79,55.8,28.0,B-9241,2027-12-28,Contactless,
105536,2025-02-27,S002,P002,SUP08,Shrinkage,156,59,38,0,0,0,0,177,8.0,177,177,0.42,0.89,33.82,15.96,B-8818,2025-03-04,Voucher,
105537,2025-11-30,S006,P008,SUP10,Waste,114,42,43,0,0,0,0,113,82.0,113,113,41.0,6.49,279.07,1763.0,B-7941,2025-12-05,Cash,
105538,2025-03-20,S005,P008,SUP07,Waste,69,37,5,0,0,0,0,101,82.0,101,101,4.1,6.49,32.45,20.5,B-7814,2025-03-25,Card,
105539,2025-01-04,S004,P020,SUP10,Adjustment,175,52,30,0,0,0,0,197,28.0,197,197,1.4,2.79,83.7,42.0,B-9571,2027-01-04,Card,
105540,2025-03-10,S001,P020,SUP05,Sale,0,72,41,0,0,0,0,31,28.0,31,31,1.4,2.79,114.39,57.4,B-4593,2027-03-10,Cash,
105541,2025-08-24,S001,P010,SUP08,Waste,152,31,11,0,0,0,0,172,11.0,172,172,0.58,1.09,11.99,6.38,B-1120,2027-08-24,Contactless,
105542,2025-05-14,S002,P002,SUP06,Sale,176,0,27,0,0,0,0,149,8.0,149,149,0.42,0.89,24.03,11.34,B-5938,2025-05-19,Contactless,
105543,2025-07-31,S008,P007,SUP09,Return,165,47,2,0,0,0,0,210,76.0,210,210,3.8,5.99,11.98,7.6,B-2637,2025-08-05,Contactless,
105544,2025-08-13,S003,P014,SUP02,Adjustment,231,16,18,0,0,0,0,229,12.0,229,229,0.62,1.25,22.5,11.16,B-7360,2026-08-13,Cash,
105545,2025-07-20,S004,P001,SUP01,Waste,114,0,34,0,0,0,0,80,21.0,80,80,1.05,1.79,60.86,35.7,B-8965,2025-07-30,Contactless,
105546,2025-08-13,S001,P019,SUP07,Receipt,159,40,17,0,0,0,0,182,17.0,182,182,0.88,1.59,27.03,14.96,B-4863,2026-08-13,Contactless,Late
105547,2025-04-09,S003,P006,SUP03,Adjustment,109,38,53,0,0,0,0,94,25.0,94,94,1.25,2.19,116.07,66.25,B-1384,2025-04-19,Contactless,
105548,2025-02-25,S005,P018,SUP04,Receipt,176,8,17,0,0,0,0,167,39.0,167,167,1.95,3.49,59.33,33.15,B-1405,2025-08-24,Cash,On Time
105549,2025-02-01,S001,P010,SUP10,Receipt,191,21,15,0,0,0,0,197,11.0,197,197,0.58,1.09,16.35,8.7,B-2516,2027-02-01,Card,Late
105550,2025-06-28,S002,P020,SUP09,Waste,176,0,23,0,0,0,0,153,28.0,153,153,1.4,2.79,64.17,32.2,B-5505,2027-06-28,Contactless,
105551,2025-10-18,S007,P003,SUP10,Receipt,40,53,31,0,0,0,0,62,38.0,62,62,1.92,2.99,92.69,59.52,B-6867,2025-11-08,Card,Partial
105552,2025-05-03,S001,P001,SUP01,Receipt,136,0,50,0,0,0,0,86,21.0,86,86,1.05,1.79,89.5,52.5,B-3393,2025-05-13,Voucher,On Time
105553,2025-04-25,S002,P015,SUP03,Receipt,96,16,61,0,0,0,0,51,11.0,51,51,0.55,1.49,90.89,33.55,B-6184,2025-10-22,Voucher,Late
105554,2025-10-27,S007,P012,SUP02,Receipt,109,46,34,0,0,0,0,121,18.0,121,121,0.92,1.79,60.86,31.28,B-8813,2025-11-10,Voucher,Late
105555,2025-10-08,S001,P004,SUP04,Shrinkage,127,71,0,0,0,0,0,198,15.0,198,198,0.78,1.29,0.0,0.0,B-4000,2025-10-15,Cash,
105556,2025-04-20,S002,P011,SUP07,Sale,100,0,25,0,0,0,0,75,33.0,75,75,1.65,2.99,74.75,41.25,B-7520,2026-04-20,Card,
105557,2025-11-05,S003,P016,SUP04,Sale,176,22,27,0,1,0,0,170,27.0,170,170,1.38,2.49,67.23,37.26,B-7324,2025-11-26,Contactless,
105558,2025-03-31,S007,P015,SUP02,Return,181,0,51,0,0,0,0,130,11.0,130,130,0.55,1.49,75.99,28.05,B-9213,2025-09-27,Card,
105559,2025-03-05,S007,P016,SUP10,Waste,117,61,15,0,0,0,0,163,27.0,163,163,1.38,2.49,37.35,20.7,B-8396,2025-03-26,Cash,
105560,2025-03-07,S005,P019,SUP02,Receipt,143,1,39,0,0,2,0,107,17.0,107,107,0.88,1.59,62.01,34.32,B-9453,2026-03-07,Voucher,Late
105561,2025-04-26,S003,P004,SUP07,Waste,108,0,29,0,0,0,0,79,15.0,79,79,0.78,1.29,37.41,22.62,B-3797,2025-05-03,Voucher,
105562,2025-04-20,S008,P004,SUP03,Shrinkage,91,0,27,0,0,0,0,64,15.0,64,64,0.78,1.29,34.83,21.06,B-7702,2025-04-27,Cash,
105563,2025-08-06,S001,P005,SUP03,Adjustment,116,49,46,0,0,0,0,119,22.0,119,119,1.1,1.89,86.94,50.6,B-8279,2025-08-27,Card,
105564,2025-05-27,S001,P012,SUP04,Return,136,0,4,0,0,0,0,132,18.0,132,132,0.92,1.79,7.16,3.68,B-5895,2025-06-10,Cash,
105565,2025-04-17,S002,P008,SUP07,Waste,74,0,14,0,0,0,0,60,,60,60,4.1,6.49,90.86,57.4,B-7623,2025-04-22,Contactless,
105566,2025-05-02,S005,P014,SUP09,Shrinkage,126,9,38,0,0,1,0,98,12.0,98,98,0.62,1.25,47.5,23.56,B-5036,2026-05-02,Card,
105567,2025-08-29,S004,P017,SUP01,Return,87,53,44,0,0,0,0,96,24.0,96,96,1.22,2.19,96.36,53.68,B-9701,2025-10-13,Contactless,
105568,2025-12-05,S006,P017,SUP10,Waste,214,31,21,0,0,0,0,224,24.0,224,224,1.22,2.19,45.99,25.62,B-9534,2026-01-19,Voucher,
105569,2025-03-09,S004,P005,SUP06,Return,116,67,44,0,0,0,0,139,22.0,139,139,1.1,1.89,83.16,48.4,B-4546,2025-03-30,Card,
105570,2025-06-25,S001,P015,SUP04,Waste,160,0,20,0,0,0,0,140,11.0,140,140,0.55,1.49,29.8,11.0,B-5883,2025-12-22,Card,
105571,2025-04-21,S004,P001,SUP08,Sale,146,0,20,0,0,0,0,126,21.0,126,126,1.05,1.79,35.8,21.0,B-7813,2025-05-01,Contactless,
105572,2025-08-19,S001,P020,SUP09,Sale,57,0,51,0,0,0,0,6,28.0,6,6,1.4,2.79,142.29,71.4,B-3406,2027-08-19,Card,
105573,2025-01-02,S002,P019,SUP05,Sale,3,0,43,0,0,0,0,-40,17.0,-40,-40,0.88,1.59,68.37,37.84,B-1124,2026-01-02,Contactless,
105574,2025-05-13,S007,P004,SUP09,Return,115,0,9,0,0,0,0,106,15.0,106,106,0.78,1.29,11.61,7.02,B-9352,2025-05-20,Voucher,
105575,2025-03-10,S003,P017,SUP05,Shrinkage,145,0,0,0,0,0,0,145,24.0,145,145,1.22,2.19,0.0,0.0,B-9455,2025-04-24,Cash,
105576,2025-05-17,S003,P013,SUP02,Return,130,35,21,0,0,2,0,146,5.0,146,146,0.18,0.45,9.45,3.78,B-6628,2027-05-17,Card,
105577,2025-04-26,S003,P010,SUP08,Receipt,36,64,57,0,0,0,0,43,11.0,43,43,0.58,0.0,0.0,33.06,B-8390,2027-04-26,Voucher,Late
105578,2025-01-05,S003,P016,SUP10,Return,71,0,35,0,0,0,0,36,27.0,36,36,1.38,2.49,87.15,48.3,B-2253,2025-01-26,Voucher,
105579,2025-04-06,S007,P008,SUP10,Receipt,70,0,46,1,0,0,0,-25,82.0,25,-25,4.1,6.49,298.54,192.7,B-2930,2025-04-11,Card,Partial
105580,2025-02-26,S007,P004,SUP07,Receipt,169,0,0,0,0,0,0,169,15.0,169,169,0.78,1.29,0.0,0.0,B-3470,2025-03-05,Cash,Late
105581,2025-10-20,S003,P015,SUP08,Receipt,177,17,22,0,0,0,0,172,11.0,172,172,0.55,1.49,32.78,12.1,B-1563,2026-04-18,Cash,Late
105582,2025-11-04,S005,P008,SUP03,Shrinkage,122,80,24,0,0,0,0,178,82.0,178,178,4.1,6.49,155.76,98.4,B-1112,2025-11-09,Voucher,
105583,2025-11-05,S004,P003,SUP07,Shrinkage,49,84,55,0,0,0,0,78,38.0,78,78,1.92,2.99,164.45,105.6,B-2436,2025-11-26,Card,
105584,2025-01-25,S007,P006,SUP03,Waste,102,0,0,0,0,0,0,102,25.0,102,102,1.25,2.19,0.0,0.0,B-9215,2025-02-04,Contactless,
105585,2025-09-18,S007,P012,SUP02,Sale,195,0,20,0,0,0,0,175,18.0,175,175,0.92,1.79,35.8,18.4,B-2649,2025-10-02,Card,
105586,2025-08-31,S003,P007,SUP02,Receipt,98,89,47,0,0,0,0,140,76.0,140,140,3.8,5.99,281.53,178.6,B-1584,2025-09-05,Voucher,On Time
105587,2025-01-02,S005,P017,SUP04,Return,194,0,31,0,0,0,0,163,24.0,163,163,1.22,2.19,67.89,37.82,B-5758,2025-02-16,Contactless,
105588,2025-07-16,S006,P005,SUP10,Sale,80,13,0,0,0,0,0,93,22.0,93,93,1.1,1.89,0.0,0.0,B-6941,2025-08-06,Contactless,
105589,2025-01-10,S004,P018,SUP06,Adjustment,103,43,13,0,0,0,0,133,39.0,133,133,1.95,3.49,45.37,25.35,B-1827,2025-07-09,Voucher,
105590,2025-03-09,S002,P012,SUP05,Waste,79,49,57,6,0,0,0,77,18.0,77,77,0.92,1.79,102.03,57.96,B-1560,2025-03-23,Cash,
105591,2025-10-05,S004,P017,SUP07,Shrinkage,184,18,16,0,0,0,0,186,24.0,186,186,1.22,2.19,35.04,19.52,B-3207,2025-11-19,Contactless,
105592,2025-04-15,S005,P004,SUP09,Sale,176,52,20,0,0,0,0,208,15.0,208,208,0.78,1.29,25.8,15.6,B-3688,2025-04-22,Cash,
105593,2025-03-01,S001,P004,SUP09,Return,100,49,31,0,0,-1,0,117,15.0,117,117,0.78,1.29,39.99,24.18,B-5298,2025-03-08,Voucher,
105594,2025-09-28,S005,P007,SUP05,Adjustment,166,0,8,0,0,0,0,158,76.0,158,158,3.8,5.99,47.92,30.4,B-1512,2025-10-03,Voucher,
105595,2025-08-19,S006,P017,SUP04,Receipt,49,0,32,0,0,0,0,17,24.0,17,17,1.22,2.19,70.08,39.04,B-8726,2025-10-03,Voucher,Late
105596,2025-06-13,S003,P010,SUP01,Adjustment,20,0,5,0,0,0,0,15,11.0,15,15,0.58,1.09,5.45,2.9,B-2679,2027-06-13,Cash,
105597,2025-05-14,S003,P002,SUP03,Waste,115,0,28,0,0,0,0,87,8.0,87,87,0.42,0.89,24.92,11.76,B-9310,2025-05-19,Cash,
105598,2025-12-12,S006,P018,SUP01,Shrinkage,149,0,37,0,0,1,0,113,39.0,113,113,1.95,3.49,129.13,72.15,B-1297,2026-06-10,Cash,
105599,2025-06-29,S007,P002,SUP07,Sale,250,56,59,0,0,0,2,245,8.0,247,245,0.42,0.89,52.51,24.78,B-8279,2025-07-04,Contactless,
105600,2025-06-18,S004,P012,SUP10,Sale,109,39,46,0,0,0,0,102,18.0,102,102,0.92,1.79,82.34,42.32,B-3875,2025-07-02,Cash,
105601,2025-07-29,S008,P009,SUP09,Waste,8,0,37,0,0,0,0,-29,19.0,-29,-29,0.95,1.79,66.23,35.15,B-5973,2026-07-29,Cash,
105602,2025-12-31,S003,P018,SUP08,Adjustment,181,34,35,0,0,0,0,180,39.0,180,180,1.95,3.49,122.15,68.25,B-5937,2026-06-29,Voucher,
105603,2025-10-31,S007,P009,SUP09,Sale,120,46,4,0,0,-1,1,160,19.0,161,160,0.95,1.79,7.16,3.8,B-9258,2026-10-31,Contactless,
105604,2025-08-22,S008,P002,SUP02,Sale,189,48,28,0,0,0,0,209,8.0,209,209,0.42,0.89,24.92,11.76,B-4294,2025-08-27,Voucher,
105605,2025-05-08,S002,P009,SUP07,Waste,102,16,30,0,0,0,0,88,19.0,88,88,0.95,1.79,53.7,28.5,B-2421,2026-05-08,Cash,
105606,2025-12-17,S002,P003,SUP08,Waste,101,0,18,0,0,0,0,83,38.0,83,83,1.92,2.99,53.82,34.56,B-9880,2026-01-07,Voucher,
105607,2025-01-05,S001,P019,SUP02,Receipt,116,33,43,0,0,0,0,106,17.0,106,106,0.88,1.59,68.37,37.84,B-6893,2026-01-05,Card,Partial
105608,2025-01-01,S003,P007,SUP02,Adjustment,36,0,43,0,0,0,0,-7,76.0,-7,-7,3.8,5.99,257.57,163.4,B-6810,2025-01-06,Contactless,
105609,2025-08-31,S003,P007,SUP08,Receipt,43,0,49,2,0,0,0,-4,76.0,-4,-4,3.8,5.99,293.51,193.8,B-8702,2025-09-05,Card,On Time
105610,2025-10-31,S006,P001,SUP01,Sale,99,0,3,0,0,0,0,96,21.0,96,96,1.05,1.79,5.37,3.15,B-6346,2025-11-10,Voucher,
105611,2025-01-30,S008,P007,SUP03,Shrinkage,182,0,42,3,0,0,0,143,76.0,143,143,3.8,5.99,251.58,171.0,B-4942,2025-02-04,Cash,
105612,2025-08-18,S006,P011,SUP03,Shrinkage,26,8,48,0,0,0,0,-14,33.0,-14,-14,1.65,2.99,143.52,79.2,B-5454,2026-08-18,Contactless,
105613,2025-02-07,S005,P007,SUP02,Return,131,66,29,0,0,0,0,168,76.0,168,168,38.0,5.99,173.71,1102.0,B-7157,2025-02-12,Card,
105614,2025-07-09,S007,P012,SUP04,Return,11,65,32,0,0,0,0,44,18.0,44,44,0.92,1.79,57.28,29.44,B-7188,2025-07-23,Card,
105615,2025-03-31,S006,P015,SUP01,Waste,182,43,13,0,0,0,0,212,11.0,212,212,0.55,1.49,19.37,7.15,B-7926,2025-09-27,Contactless,
105616,2025-01-17,S003,P004,SUP09,Adjustment,48,6,21,0,0,0,0,33,15.0,33,33,0.78,1.29,27.09,16.38,B-5021,2025-01-24,Card,
105617,2025-12-16,S002,P009,SUP04,Waste,86,0,32,0,0,0,0,54,19.0,54,54,0.95,1.79,57.28,30.4,B-1247,2026-12-16,Cash,
105618,2025-12-22,S007,P011,SUP10,Receipt,141,74,39,0,0,0,0,176,33.0,176,176,1.65,2.99,116.61,64.35,B-3557,2026-12-22,Voucher,Late
105619,2025-07-14,S008,P012,SUP02,Adjustment,155,0,2,0,0,0,2,151,18.0,153,151,0.92,1.79,3.58,1.84,B-7508,2025-07-28,Contactless,
105620,2025-12-17,S004,P006,SUP06,Waste,90,28,5,0,0,0,0,113,25.0,113,113,1.25,2.19,10.95,6.25,B-5444,2025-12-27,Cash,
105621,2025-08-04,S007,P020,SUP10,Sale,144,22,63,0,0,0,0,103,28.0,103,103,1.4,2.79,175.77,88.2,B-7280,2027-08-04,Cash,
105622,2025-06-09,S006,P003,SUP06,Return,104,0,33,0,0,0,0,71,38.0,71,71,1.92,2.99,98.67,63.36,B-2119,2025-06-30,Voucher,
105623,2025-01-12,S001,P011,SUP08,Adjustment,130,30,14,0,0,0,0,146,33.0,146,146,1.65,2.99,41.86,23.1,B-5036,2026-01-12,Card,
105624,2025-12-17,S003,P010,SUP01,Sale,129,48,21,0,0,0,0,156,11.0,156,156,0.58,1.09,22.89,12.18,B-6316,2027-12-17,Contactless,
105625,2025-11-13,S001,P013,SUP04,Sale,124,19,5,0,0,0,0,138,5.0,138,138,0.18,0.45,2.25,0.9,B-1792,2027-11-13,Contactless,
105626,2025-07-01,S002,P014,SUP07,Shrinkage,17,0,8,0,0,0,0,9,12.0,9,9,0.62,1.25,10.0,4.96,B-3707,2026-07-01,Contactless,
105627,2025-01-08,S001,P001,SUP01,Return,173,48,51,1,0,0,0,171,21.0,171,171,1.05,1.79,91.29,54.6,B-1332,2025-01-18,Contactless,
105628,2025-02-09,S003,P014,SUP07,Waste,237,0,33,0,0,0,0,204,12.0,204,204,0.62,1.25,41.25,20.46,B-8722,2026-02-09,Voucher,
105629,2025-04-20,S003,P004,SUP01,Waste,100,4,48,0,0,0,0,56,15.0,56,56,0.78,1.29,61.92,37.44,B-3231,2025-04-27,Contactless,
105630,2025-02-12,S002,P006,SUP09,Receipt,107,33,14,0,0,0,0,126,25.0,126,126,1.25,2.19,30.66,17.5,B-9970,2025-02-22,Card,Partial
105631,2025-01-13,S007,P009,SUP07,Sale,204,0,33,0,0,0,0,171,19.0,171,171,0.95,1.79,59.07,31.35,B-8557,2026-01-13,Voucher,
105632,2025-07-02,S006,P013,SUP08,Return,99,0,38,0,0,0,0,61,5.0,61,61,0.18,0.45,17.1,6.84,B-6853,2027-07-02,Cash,
105633,2025-01-25,S002,P018,SUP02,Shrinkage,127,0,0,0,0,0,1,126,39.0,127,126,1.95,3.49,0.0,0.0,B-9534,2025-07-24,Cash,
105634,2025-12-27,S005,P009,SUP02,Waste,28,0,36,0,0,0,0,-8,19.0,-8,-8,0.95,1.79,64.44,34.2,B-3974,2026-12-27,Cash,
105635,2025-06-15,S005,P015,SUP03,Return,140,0,43,0,0,0,0,-97,11.0,97,-97,0.55,1.49,64.07,23.65,B-2573,2025-12-12,Voucher,
105636,2025-10-25,S006,P016,SUP08,Return,0,0,49,6,0,0,0,-43,27.0,-43,-43,1.38,2.49,122.01,75.9,B-1091,2025-11-15,Cash,
105637,2025-02-03,S002,P013,SUP05,Shrinkage,127,0,37,0,0,0,0,90,5.0,90,90,0.18,0.45,16.65,6.66,B-7979,2027-02-03,Cash,
105638,2025-12-12,S008,P003,SUP07,Waste,34,22,34,0,0,0,1,21,38.0,22,21,1.92,2.99,101.66,65.28,B-1967,2026-01-02,Voucher,
105639,2025-06-09,S001,P009,SUP01,Waste,132,71,0,0,0,0,0,203,19.0,203,203,0.95,1.79,0.0,0.0,B-8654,2026-06-09,Card,
105640,2025-12-04,S007,P010,SUP10,Sale,153,0,32,0,0,-1,0,120,11.0,120,120,0.58,1.09,34.88,18.56,B-8636,2027-12-04,Voucher,
105641,2025-08-19,S003,P010,SUP02,Waste,157,0,4,0,0,0,2,151,11.0,153,151,0.58,1.09,4.36,2.32,B-9601,2027-08-19,Contactless,
105642,2025-04-07,S001,P020,SUP07,Shrinkage,190,81,0,0,0,0,1,270,28.0,271,270,1.4,2.79,0.0,0.0,B-2249,2027-04-07,Cash,
105643,2025-03-29,S006,P007,SUP07,Receipt,124,48,16,0,0,0,0,156,76.0,156,156,3.8,5.99,95.84,60.8,B-2532,2025-04-03,Card,Partial
105644,2025-09-21,S004,P007,SUP03,Adjustment,71,21,7,0,0,0,0,85,76.0,85,85,3.8,5.99,41.93,26.6,B-9613,2025-09-26,Cash,
105645,2025-12-17,S001,P005,SUP05,Shrinkage,108,104,37,0,0,0,0,175,22.0,175,175,1.1,1.89,69.93,40.7,B-3809,2026-01-07,Cash,
105646,2025-07-19,S002,P016,SUP04,Return,119,0,23,0,0,0,0,96,27.0,96,96,1.38,2.49,57.27,31.74,B-3723,2025-08-09,Cash,
105647,2025-04-21,S004,P018,SUP07,Waste,0,0,26,0,1,0,0,-27,39.0,-27,-27,1.95,3.49,90.74,50.7,B-9217,2025-10-18,Contactless,
105648,2025-05-13,S004,P015,SUP02,Return,165,39,49,0,0,0,0,155,11.0,155,155,0.55,1.49,73.01,26.95,B-3350,2025-11-09,Card,
105649,2025-12-18,S002,P020,SUP05,Receipt,26,45,2,0,0,0,0,69,28.0,69,69,1.4,2.79,5.58,2.8,B-8523,2027-12-18,Card,Late
105650,2025-03-28,S005,P010,SUP03,Receipt,140,0,32,0,0,0,0,108,11.0,108,108,0.58,1.09,34.88,18.56,B-1931,2027-03-28,Card,Late
105651,2025-06-25,S004,P013,SUP01,Waste,150,0,45,0,0,-1,0,104,,104,104,0.18,3.6,162.0,8.1,B-8483,2027-06-25,Card,
105652,2025-08-10,S006,P005,SUP03,Sale,55,0,16,0,0,0,1,38,22.0,39,38,1.1,1.89,30.24,17.6,B-8766,2025-08-31,Voucher,
105653,2025-08-15,S006,P015,SUP10,Adjustment,74,60,5,0,0,0,0,129,11.0,129,129,0.55,1.49,7.45,2.75,B-7649,2026-02-11,Voucher,
105654,2025-03-18,S001,P013,SUP08,Return,6,0,16,0,0,0,0,-10,5.0,-10,-10,0.18,0.45,7.2,2.88,B-5588,2027-03-18,Contactless,
105655,2025-12-06,S003,P012,SUP04,Return,147,3,0,0,0,0,0,150,18.0,150,150,0.92,1.79,0.0,0.0,B-7972,2025-12-20,Contactless,
105656,2025-04-28,S005,P010,SUP05,Adjustment,170,0,6,3,0,0,0,-167,11.0,167,-167,0.58,1.09,6.54,5.22,B-1749,2027-04-28,Voucher,
105657,2025-02-11,S003,P010,SUP05,Receipt,149,63,14,0,0,0,0,198,11.0,198,198,0.58,1.09,15.26,8.12,B-5217,2027-02-11,Contactless,Late
105658,2025-01-28,S007,P005,SUP01,Receipt,33,0,8,0,0,0,0,-25,22.0,25,-25,1.1,1.89,15.12,8.8,B-5972,2025-02-18,Card,Partial
105659,2025-10-12,S005,P016,SUP08,Adjustment,113,0,32,0,0,0,0,81,27.0,81,81,1.38,2.49,79.68,44.16,B-5257,2025-11-02,Card,
105660,2025-07-04,S002,P016,SUP09,Sale,135,19,53,0,0,0,0,101,27.0,101,101,1.38,2.49,131.97,73.14,B-7658,2025-07-25,Contactless,
105661,2025-07-20,S008,P014,SUP07,Sale,164,38,29,0,0,0,0,173,12.0,173,173,0.62,1.25,36.25,17.98,B-4302,2026-07-20,Cash,
105662,2025-07-01,S005,P003,SUP06,Receipt,85,0,31,2,0,0,0,-56,38.0,56,-56,1.92,2.99,92.69,63.36,B-8358,2025-07-22,Card,Partial
105663,2025-10-21,S003,P016,SUP09,Shrinkage,186,0,39,0,1,0,0,146,27.0,146,146,1.38,2.49,97.11,53.82,B-1698,2025-11-11,Cash,
105664,2025-10-27,S002,P010,SUP02,Receipt,95,0,37,0,0,0,0,58,11.0,58,58,0.58,1.09,40.33,21.46,B-4505,2027-10-27,Card,Partial
105665,2025-06-12,S002,P010,SUP10,Shrinkage,185,26,64,0,0,-2,0,145,11.0,145,145,0.58,1.09,69.76,37.12,B-1904,2027-06-12,Cash,
105666,2025-07-29,S008,P007,SUP01,Shrinkage,220,0,23,0,0,0,0,197,76.0,197,197,3.8,5.99,137.77,87.4,B-4393,2025-08-03,Voucher,
